name,year,shot_made_flag,isClutch,shot_distance,defender_distance,defender_height,action_type,dribbles,touch_time
Channing Frye,2015,0,0,10,3.2,76.0,Driving Jump shot,2,2.2
Kemba Walker,2015,1,0,11,2.7,74.0,Driving Jump shot,9,8.0
Chandler Parsons,2015,1,0,11,6.0,79.0,Driving Jump shot,1,1.7
Joe Johnson,2015,1,0,12,2.9,78.0,Driving Jump shot,4,3.4
Lou Williams,2015,0,0,15,4.3,73.0,Driving Jump shot,1,1.9
Luol Deng,2015,0,0,10,4.5,78.0,Driving Jump shot,1,2.0
Russell Westbrook,2015,1,0,10,0.2,75.0,Driving Jump shot,11,12.6
Mo Williams,2015,1,0,21,4.8,84.0,Driving Jump shot,8,5.9
Mo Williams,2015,1,0,17,2.9,75.0,Driving Jump shot,16,12.9
LeBron James,2015,1,0,10,6.8,84.0,Driving Jump shot,1,2.9
Dirk Nowitzki,2015,1,0,14,2.1,85.0,Fadeaway Bank shot,3,4.7
Dwyane Wade,2015,1,0,11,2.6,78.0,Fadeaway Bank shot,0,1.1
Dirk Nowitzki,2015,1,0,13,1.9,79.0,Fadeaway Bank shot,1,6.0
Dirk Nowitzki,2015,1,0,11,3.9,78.0,Fadeaway Bank shot,2,3.5
DeMar DeRozan,2015,1,0,13,4.2,75.0,Fadeaway Bank shot,4,3.3
Joe Johnson,2015,1,0,17,3.4,80.0,Fadeaway Bank shot,5,5.2
Blake Griffin,2015,1,0,15,4.2,80.0,Fadeaway Bank shot,1,6.3
LaMarcus Aldridge,2015,0,0,10,3.8,80.0,Fadeaway Bank shot,4,4.8
Kyle Lowry,2015,0,0,11,2.6,75.0,Fadeaway Bank shot,3,3.5
Jeremy Lin,2015,0,0,13,4.3,84.0,Fadeaway Bank shot,8,7.5
Lou Williams,2015,1,0,11,3.3,76.0,Fadeaway Bank shot,24,22.4
Paul Pierce,2015,1,0,16,4.1,78.0,Fadeaway Bank shot,2,2.1
Mario Chalmers,2015,1,0,16,3.7,75.0,Fadeaway Bank shot,3,1.5
Kyle Lowry,2015,0,0,12,1.9,74.0,Fadeaway Bank shot,2,2.2
Blake Griffin,2015,0,0,11,4.0,83.0,Fadeaway Bank shot,2,1.8
DeMar DeRozan,2015,0,0,15,2.1,78.0,Fadeaway Jump Shot,7,4.9
Paul Pierce,2015,1,0,13,4.9,78.0,Fadeaway Jump Shot,2,2.4
Derrick Favors,2015,0,0,16,3.2,81.0,Fadeaway Jump Shot,0,6.0
Isaiah Thomas,2015,1,0,10,3.3,81.0,Fadeaway Jump Shot,0,1.1
LeBron James,2015,0,0,13,3.4,81.0,Fadeaway Jump Shot,3,2.8
Kyrie Irving,2015,1,0,16,4.8,72.0,Fadeaway Jump Shot,4,6.4
Josh Smith,2015,0,0,15,4.2,82.0,Fadeaway Jump Shot,7,6.2
Zach Randolph,2015,1,0,15,4.3,80.0,Fadeaway Jump Shot,2,3.5
LeBron James,2015,0,0,14,4.3,81.0,Fadeaway Jump Shot,2,2.5
Dwyane Wade,2015,0,0,12,3.0,78.0,Fadeaway Jump Shot,7,9.0
Vince Carter,2015,0,0,10,5.3,83.0,Fadeaway Jump Shot,8,5.9
Nick Young,2015,0,0,21,2.8,79.0,Fadeaway Jump Shot,0,-0.3
Gerald Green,2015,0,0,15,2.2,75.0,Fadeaway Jump Shot,1,3.8
Ty Lawson,2015,0,0,11,3.8,72.0,Fadeaway Jump Shot,11,9.9
Damian Lillard,2015,1,0,13,4.0,74.0,Fadeaway Jump Shot,13,11.4
Chris Bosh,2015,1,0,17,5.1,80.0,Fadeaway Jump Shot,3,4.2
LeBron James,2015,0,0,13,3.1,75.0,Fadeaway Jump Shot,11,9.1
DeMar DeRozan,2015,0,0,15,2.1,79.0,Fadeaway Jump Shot,4,2.9
Ty Lawson,2015,1,0,10,7.3,72.0,Fadeaway Jump Shot,5,6.3
Kelly Olynyk,2015,1,0,14,4.5,84.0,Fadeaway Jump Shot,2,2.1
Jared Sullinger,2015,1,0,13,3.3,82.0,Fadeaway Jump Shot,6,4.4
Carmelo Anthony,2015,1,0,19,3.9,79.0,Fadeaway Jump Shot,1,3.2
Gerald Green,2015,1,0,15,2.4,76.0,Fadeaway Jump Shot,2,1.6
Nick Young,2015,0,0,18,3.9,75.0,Fadeaway Jump Shot,2,3.0
Joe Johnson,2015,0,0,18,3.8,80.0,Fadeaway Jump Shot,3,2.3
Stephen Curry,2015,1,0,10,5.2,78.0,Fadeaway Jump Shot,1,2.1
James Harden,2015,0,0,10,4.7,75.0,Fadeaway Jump Shot,4,5.0
Jarrett Jack,2015,0,0,12,3.9,78.0,Fadeaway Jump Shot,8,8.2
Jimmy Butler,2015,0,0,15,3.4,79.0,Fadeaway Jump Shot,2,3.2
Jae Crowder,2015,0,0,11,1.9,80.0,Fadeaway Jump Shot,2,2.8
Chris Paul,2015,1,0,12,6.3,83.0,Fadeaway Jump Shot,6,4.6
Kawhi Leonard,2015,1,0,12,2.5,77.0,Fadeaway Jump Shot,2,2.2
Markieff Morris,2015,1,0,13,1.9,80.0,Fadeaway Jump Shot,3,4.0
Kyle Lowry,2015,0,0,15,4.0,78.0,Fadeaway Jump Shot,2,3.5
Carmelo Anthony,2015,0,0,11,3.2,78.0,Fadeaway Jump Shot,0,3.4
Dirk Nowitzki,2015,0,0,11,2.5,84.0,Fadeaway Jump Shot,2,5.3
Zach Randolph,2015,0,0,13,4.1,82.0,Fadeaway Jump Shot,0,1.0
Kobe Bryant,2015,0,0,10,3.0,84.0,Fadeaway Jump Shot,1,2.6
Chris Paul,2015,0,0,18,4.1,80.0,Fadeaway Jump Shot,6,7.8
Luol Deng,2015,0,0,18,4.8,82.0,Fadeaway Jump Shot,5,4.7
Rudy Gay,2015,1,0,19,4.3,78.0,Fadeaway Jump Shot,4,5.3
Carmelo Anthony,2015,0,0,11,3.9,78.0,Fadeaway Jump Shot,8,8.5
DeMar DeRozan,2015,1,0,13,4.8,83.0,Fadeaway Jump Shot,1,2.6
Gerald Henderson,2015,1,0,12,2.5,75.0,Fadeaway Jump Shot,7,6.9
Chris Bosh,2015,0,0,12,3.1,84.0,Fadeaway Jump Shot,6,8.2
Arron Afflalo,2015,0,0,18,3.1,76.0,Fadeaway Jump Shot,2,3.2
Jimmy Butler,2015,0,0,14,3.5,79.0,Fadeaway Jump Shot,0,0.8
Alec Burks,2015,0,0,19,3.0,82.0,Fadeaway Jump Shot,1,1.6
Jarrett Jack,2015,0,0,10,2.3,71.0,Fadeaway Jump Shot,2,3.6
Dwyane Wade,2015,0,0,14,2.7,78.0,Fadeaway Jump Shot,9,8.8
Rudy Gay,2015,0,0,16,0.8,80.0,Fadeaway Jump Shot,6,5.0
LeBron James,2015,0,0,12,4.6,81.0,Fadeaway Jump Shot,5,6.4
Marc Gasol,2015,0,0,12,1.2,83.0,Fadeaway Jump Shot,4,4.1
Mo Williams,2015,0,0,18,3.2,75.0,Fadeaway Jump Shot,0,0.8
Deron Williams,2015,0,0,14,5.5,81.0,Fadeaway Jump Shot,11,10.7
Dwyane Wade,2015,0,0,21,4.0,84.0,Fadeaway Jump Shot,3,3.4
Dwyane Wade,2015,1,0,16,2.4,77.0,Fadeaway Jump Shot,0,1.6
Blake Griffin,2015,0,0,16,6.7,82.0,Fadeaway Jump Shot,0,1.0
Rodney Stuckey,2015,1,0,16,4.5,78.0,Fadeaway Jump Shot,0,0.4
Derrick Favors,2015,1,0,11,4.0,77.0,Fadeaway Jump Shot,0,0.0
Dirk Nowitzki,2015,1,0,15,2.7,78.0,Fadeaway Jump Shot,2,3.1
Dirk Nowitzki,2015,1,0,12,3.1,73.0,Fadeaway Jump Shot,1,1.4
Carmelo Anthony,2015,0,0,11,2.3,76.0,Fadeaway Jump Shot,1,2.7
LaMarcus Aldridge,2015,0,0,13,4.5,81.0,Fadeaway Jump Shot,2,3.7
Evan Turner,2015,0,0,14,3.3,80.0,Fadeaway Jump Shot,9,9.4
Deron Williams,2015,0,0,16,3.8,73.0,Fadeaway Jump Shot,3,3.4
Lou Williams,2015,0,0,14,3.5,78.0,Fadeaway Jump Shot,3,5.0
Klay Thompson,2015,0,0,12,2.8,75.0,Fadeaway Jump Shot,2,4.0
Nicolas Batum,2015,0,0,10,2.5,80.0,Fadeaway Jump Shot,8,6.7
Jeff Green,2015,0,0,14,3.0,79.0,Fadeaway Jump Shot,0,0.7
Derrick Rose,2015,0,0,11,3.8,76.0,Fadeaway Jump Shot,3,3.2
Kyle Lowry,2015,0,0,15,2.2,73.0,Fadeaway Jump Shot,3,6.4
Josh Smith,2015,1,0,10,4.5,80.0,Fadeaway Jump Shot,10,10.0
LeBron James,2015,0,0,15,2.8,76.0,Fadeaway Jump Shot,11,10.9
Lou Williams,2015,0,0,16,6.5,77.0,Fadeaway Jump Shot,3,3.1
Andre Iguodala,2015,0,0,11,3.2,79.0,Fadeaway Jump Shot,3,2.8
Paul Millsap,2015,1,0,11,5.0,78.0,Fadeaway Jump Shot,5,6.2
Carmelo Anthony,2015,0,0,17,4.2,83.0,Fadeaway Jump Shot,15,12.4
Chris Bosh,2015,0,0,15,4.7,81.0,Fadeaway Jump Shot,2,4.5
Avery Bradley,2015,0,0,17,2.2,80.0,Fadeaway Jump Shot,0,1.0
Gerald Henderson,2015,1,0,10,11.7,72.0,Fadeaway Jump Shot,0,0.0
Marco Belinelli,2015,0,0,14,4.1,84.0,Fadeaway Jump Shot,10,10.0
Kemba Walker,2015,1,0,17,3.2,72.0,Fadeaway Jump Shot,4,5.3
Nick Young,2015,0,0,10,4.2,82.0,Fadeaway Jump Shot,0,2.8
Dwyane Wade,2015,0,0,10,3.8,74.0,Fadeaway Jump Shot,0,2.5
Monta Ellis,2015,0,0,17,2.4,75.0,Fadeaway Jump Shot,4,3.6
Ty Lawson,2015,1,0,11,4.0,75.0,Fadeaway Jump Shot,2,3.5
Gerald Green,2015,0,0,11,3.4,81.0,Fadeaway Jump Shot,3,4.4
Tobias Harris,2015,0,0,14,4.7,79.0,Fadeaway Jump Shot,1,5.8
Brook Lopez,2015,1,0,14,1.6,80.0,Fadeaway Jump Shot,0,0.1
Zach Randolph,2015,0,0,17,4.4,84.0,Fadeaway Jump Shot,0,3.1
Kobe Bryant,2015,0,0,19,3.1,78.0,Fadeaway Jump Shot,3,3.6
LaMarcus Aldridge,2015,1,0,12,3.6,77.0,Fadeaway Jump Shot,1,3.0
Damian Lillard,2015,1,0,15,3.5,73.0,Fadeaway Jump Shot,6,6.8
Harrison Barnes,2015,1,0,11,2.3,75.0,Fadeaway Jump Shot,3,6.5
Kawhi Leonard,2015,1,0,14,3.2,78.0,Fadeaway Jump Shot,1,3.1
Klay Thompson,2015,1,0,10,2.6,73.0,Fadeaway Jump Shot,2,4.6
Rudy Gay,2015,1,0,14,3.5,83.0,Fadeaway Jump Shot,0,2.8
Harrison Barnes,2015,1,0,11,4.4,75.0,Fadeaway Jump Shot,4,3.5
John Wall,2015,1,0,15,4.9,75.0,Fadeaway Jump Shot,3,2.6
Terrence Ross,2015,0,0,13,3.5,78.0,Fadeaway Jump Shot,2,1.9
Monta Ellis,2015,1,0,17,4.7,83.0,Fadeaway Jump Shot,4,4.3
Mo Williams,2015,0,0,15,3.0,73.0,Fadeaway Jump Shot,8,6.9
DeMarcus Cousins,2015,0,0,10,2.5,79.0,Fadeaway Jump Shot,1,1.6
Andre Iguodala,2015,0,0,17,3.2,79.0,Fadeaway Jump Shot,0,1.0
Evan Turner,2015,1,0,13,3.8,77.0,Fadeaway Jump Shot,1,1.6
DeMarcus Cousins,2015,0,0,11,4.8,75.0,Fadeaway Jump Shot,6,4.9
Lou Williams,2015,0,0,15,5.6,75.0,Fadeaway Jump Shot,5,5.0
DeMar DeRozan,2015,0,0,13,4.3,80.0,Fadeaway Jump Shot,7,8.7
Tobias Harris,2015,0,0,15,4.0,82.0,Fadeaway Jump Shot,3,4.5
Dwyane Wade,2015,0,0,16,4.8,75.0,Fadeaway Jump Shot,3,2.4
Deron Williams,2015,1,0,12,3.1,75.0,Fadeaway Jump Shot,10,9.5
Dirk Nowitzki,2015,0,0,14,2.5,81.0,Fadeaway Jump Shot,1,3.8
Eric Gordon,2015,0,0,17,4.0,75.0,Fadeaway Jump Shot,5,5.8
Arron Afflalo,2015,0,0,11,2.3,79.0,Fadeaway Jump Shot,3,3.2
Harrison Barnes,2015,0,0,13,4.7,79.0,Fadeaway Jump Shot,1,4.3
Dwyane Wade,2015,0,0,11,4.6,84.0,Fadeaway Jump Shot,10,15.8
James Harden,2015,0,0,15,2.1,78.0,Fadeaway Jump Shot,8,6.8
Dirk Nowitzki,2015,0,0,15,3.7,80.0,Fadeaway Jump Shot,2,3.6
Joe Johnson,2015,1,0,17,5.1,84.0,Fadeaway Jump Shot,6,5.3
Andrew Wiggins,2015,0,0,11,4.3,85.0,Fadeaway Jump Shot,2,3.7
DeMarcus Cousins,2015,0,0,15,4.5,83.0,Fadeaway Jump Shot,0,3.2
Paul Millsap,2015,0,0,12,4.4,80.0,Fadeaway Jump Shot,6,5.2
Derrick Favors,2015,0,0,16,3.3,82.0,Fadeaway Jump Shot,1,3.2
Nikola Vucevic,2015,0,0,19,4.4,83.0,Fadeaway Jump Shot,0,0.7
Anthony Davis,2015,1,0,11,0.1,78.0,Fadeaway Jump Shot,1,1.4
DeMar DeRozan,2015,0,0,14,2.9,83.0,Fadeaway Jump Shot,2,2.3
Dirk Nowitzki,2015,0,0,16,4.6,84.0,Fadeaway Jump Shot,1,3.4
Rodney Stuckey,2015,0,0,18,3.7,75.0,Fadeaway Jump Shot,0,2.4
Evan Turner,2015,1,0,13,3.2,80.0,Fadeaway Jump Shot,8,8.1
Monta Ellis,2015,0,0,18,3.3,81.0,Fadeaway Jump Shot,2,2.6
John Wall,2015,1,0,17,3.5,84.0,Fadeaway Jump Shot,17,16.2
Jameer Nelson,2015,1,0,14,4.2,78.0,Fadeaway Jump Shot,20,19.4
Danilo Gallinari,2015,0,0,16,5.2,76.0,Fadeaway Jump Shot,1,1.8
James Harden,2015,1,0,11,7.2,85.0,Fadeaway Jump Shot,15,11.6
DeMar DeRozan,2015,0,0,14,3.3,78.0,Fadeaway Jump Shot,0,1.1
Courtney Lee,2015,1,0,18,4.5,80.0,Fadeaway Jump Shot,1,2.9
LeBron James,2015,1,0,14,3.7,79.0,Fadeaway Jump Shot,17,14.5
LaMarcus Aldridge,2015,0,0,16,3.1,80.0,Fadeaway Jump Shot,2,3.1
Paul Pierce,2015,0,0,11,2.3,79.0,Fadeaway Jump Shot,2,4.0
Gordon Hayward,2015,1,0,15,3.7,77.0,Fadeaway Jump Shot,11,8.3
Manu Ginobili,2015,1,0,18,5.4,83.0,Fadeaway Jump Shot,17,14.7
Dwyane Wade,2015,0,0,10,5.0,76.0,Fadeaway Jump Shot,5,4.1
Tony Parker,2015,1,0,11,1.7,71.0,Fadeaway Jump Shot,14,10.8
Deron Williams,2015,0,0,17,3.3,80.0,Fadeaway Jump Shot,8,6.8
Gerald Green,2015,1,0,15,2.4,79.0,Fadeaway Jump Shot,1,3.5
Jared Dudley,2015,1,0,12,3.8,83.0,Fadeaway Jump Shot,2,2.5
LaMarcus Aldridge,2015,0,0,18,3.0,81.0,Fadeaway Jump Shot,2,5.9
Isaiah Thomas,2015,0,0,17,4.7,78.0,Fadeaway Jump Shot,3,4.2
DeMar DeRozan,2015,0,0,10,3.3,81.0,Fadeaway Jump Shot,2,2.7
Gerald Green,2015,1,0,17,3.8,78.0,Fadeaway Jump Shot,3,3.6
Gerald Henderson,2015,1,0,17,2.8,81.0,Fadeaway Jump Shot,0,0.0
DeMar DeRozan,2015,0,0,15,3.2,78.0,Fadeaway Jump Shot,7,8.1
Ty Lawson,2015,0,0,15,2.2,71.0,Fadeaway Jump Shot,3,4.4
Zach Randolph,2015,0,0,15,3.6,81.0,Fadeaway Jump Shot,0,5.7
Jeremy Lin,2015,0,0,13,2.8,75.0,Fadeaway Jump Shot,0,0.6
Danilo Gallinari,2015,1,0,14,3.6,72.0,Fadeaway Jump Shot,2,6.6
Dirk Nowitzki,2015,0,0,16,2.5,80.0,Fadeaway Jump Shot,4,5.7
Kyrie Irving,2015,0,0,11,0.4,78.0,Fadeaway Jump Shot,8,5.6
Russell Westbrook,2015,0,0,12,2.7,75.0,Fadeaway Jump Shot,3,3.6
James Harden,2015,0,0,20,1.6,77.0,Fadeaway Jump Shot,24,22.6
Arron Afflalo,2015,0,0,15,2.8,79.0,Fadeaway Jump Shot,0,1.2
John Wall,2015,1,0,19,4.0,73.0,Fadeaway Jump Shot,6,6.3
Kyle Lowry,2015,1,0,16,3.5,79.0,Fadeaway Jump Shot,4,4.2
Kyrie Irving,2015,0,0,13,3.6,73.0,Fadeaway Jump Shot,11,11.6
Arron Afflalo,2015,0,0,13,3.0,76.0,Fadeaway Jump Shot,0,4.0
Marcus Smart,2015,0,0,14,2.7,72.0,Fadeaway Jump Shot,2,4.5
Gary Neal,2015,1,0,12,3.1,75.0,Fadeaway Jump Shot,0,1.1
LaMarcus Aldridge,2015,0,0,15,3.6,81.0,Fadeaway Jump Shot,1,1.9
Kelly Olynyk,2015,1,0,11,4.9,84.0,Fadeaway Jump Shot,2,2.8
Terrence Ross,2015,0,0,15,2.6,79.0,Fadeaway Jump Shot,4,4.3
Dirk Nowitzki,2015,0,0,12,4.0,78.0,Fadeaway Jump Shot,1,4.4
Trey Burke,2015,1,0,16,1.5,73.0,Fadeaway Jump Shot,1,2.7
Chris Bosh,2015,0,0,12,3.2,81.0,Fadeaway Jump Shot,1,3.4
Mo Williams,2015,0,0,15,2.5,71.0,Fadeaway Jump Shot,11,8.3
Zach Randolph,2015,0,0,13,4.3,81.0,Fadeaway Jump Shot,0,3.5
Gordon Hayward,2015,0,0,11,5.1,81.0,Fadeaway Jump Shot,7,5.9
Reggie Jackson,2015,0,0,15,1.7,72.0,Fadeaway Jump Shot,2,5.8
Kyle Lowry,2015,0,0,17,3.5,75.0,Fadeaway Jump Shot,2,2.9
Ty Lawson,2015,0,0,13,3.6,79.0,Fadeaway Jump Shot,11,9.4
Dirk Nowitzki,2015,0,0,17,6.1,82.0,Fadeaway Jump Shot,0,1.0
Avery Bradley,2015,0,0,17,3.7,82.0,Fadeaway Jump Shot,3,2.9
Kyle Lowry,2015,0,0,15,4.2,75.0,Fadeaway Jump Shot,6,6.4
Zach Randolph,2015,0,0,13,5.4,85.0,Fadeaway Jump Shot,0,2.2
Andrew Wiggins,2015,0,0,12,3.3,74.0,Fadeaway Jump Shot,2,3.6
Kyle Lowry,2015,1,0,16,1.8,74.0,Fadeaway Jump Shot,4,6.7
Stephen Curry,2015,0,0,18,3.6,78.0,Fadeaway Jump Shot,7,7.3
Iman Shumpert,2015,1,0,15,7.8,75.0,Fadeaway Jump Shot,2,2.5
Chris Paul,2015,0,0,18,3.5,73.0,Fadeaway Jump Shot,10,10.2
Jarrett Jack,2015,0,0,12,4.3,84.0,Fadeaway Jump Shot,20,20.6
Dirk Nowitzki,2015,0,0,17,4.1,83.0,Fadeaway Jump Shot,1,3.8
Brook Lopez,2015,1,0,15,3.8,81.0,Fadeaway Jump Shot,0,1.1
Gerald Henderson,2015,1,0,15,2.5,78.0,Fadeaway Jump Shot,1,1.9
DeMar DeRozan,2015,1,0,16,3.0,78.0,Fadeaway Jump Shot,0,1.1
Evan Turner,2015,0,0,16,2.4,79.0,Fadeaway Jump Shot,1,1.3
DeMar DeRozan,2015,1,0,11,0.8,78.0,Fadeaway Jump Shot,8,8.8
Russell Westbrook,2015,0,0,10,3.6,76.0,Fadeaway Jump Shot,16,17.8
DeMar DeRozan,2015,1,0,18,3.0,78.0,Fadeaway Jump Shot,0,0.8
Goran Dragic,2015,0,0,16,4.3,81.0,Fadeaway Jump Shot,7,5.5
Deron Williams,2015,1,0,18,5.3,80.0,Fadeaway Jump Shot,5,6.2
Damian Lillard,2015,0,0,19,5.1,82.0,Fadeaway Jump Shot,4,4.0
LeBron James,2015,1,0,15,3.3,78.0,Fadeaway Jump Shot,2,5.2
DeMar DeRozan,2015,0,0,17,2.7,78.0,Fadeaway Jump Shot,5,4.5
Josh Smith,2015,0,0,12,3.8,80.0,Fadeaway Jump Shot,1,2.7
DeMar DeRozan,2015,1,0,18,5.5,79.0,Fadeaway Jump Shot,7,9.8
James Harden,2015,0,0,17,3.9,74.0,Fadeaway Jump Shot,8,11.1
Chris Paul,2015,1,0,17,4.8,71.0,Fadeaway Jump Shot,21,20.6
Ty Lawson,2015,1,0,15,3.4,75.0,Fadeaway Jump Shot,6,6.0
LeBron James,2015,0,0,13,2.7,81.0,Fadeaway Jump Shot,0,0.8
LeBron James,2015,0,0,14,4.0,78.0,Fadeaway Jump Shot,6,5.0
Tony Parker,2015,1,0,17,5.3,81.0,Fadeaway Jump Shot,17,12.7
Joe Johnson,2015,0,0,12,2.7,81.0,Fadeaway Jump Shot,9,8.7
Derrick Favors,2015,1,0,13,3.1,84.0,Fadeaway Jump Shot,2,9.2
Chris Bosh,2015,1,0,11,3.0,83.0,Fadeaway Jump Shot,1,3.6
Monta Ellis,2015,0,0,13,2.7,78.0,Fadeaway Jump Shot,3,3.4
LaMarcus Aldridge,2015,1,0,12,3.9,82.0,Fadeaway Jump Shot,1,1.7
Rudy Gay,2015,1,0,14,3.2,78.0,Fadeaway Jump Shot,3,4.9
Jimmy Butler,2015,0,0,15,1.9,73.0,Fadeaway Jump Shot,1,1.6
John Wall,2015,1,0,15,5.4,75.0,Fadeaway Jump Shot,16,14.0
Jameer Nelson,2015,0,0,15,5.7,75.0,Fadeaway Jump Shot,3,2.8
Carmelo Anthony,2015,1,0,12,2.8,78.0,Fadeaway Jump Shot,1,4.1
Isaiah Thomas,2015,1,0,14,5.5,73.0,Fadeaway Jump Shot,1,1.1
Carmelo Anthony,2015,0,0,18,3.5,79.0,Fadeaway Jump Shot,1,5.1
Lou Williams,2015,0,0,16,3.9,73.0,Fadeaway Jump Shot,4,5.3
Kemba Walker,2015,1,0,14,3.9,72.0,Fadeaway Jump Shot,10,7.6
Gerald Henderson,2015,0,0,13,4.8,81.0,Fadeaway Jump Shot,5,3.9
Kevin Garnett,2015,0,0,15,4.1,83.0,Fadeaway Jump Shot,1,2.2
Nicolas Batum,2015,1,0,17,4.4,79.0,Fadeaway Jump Shot,2,3.2
Reggie Jackson,2015,0,0,14,3.2,73.0,Fadeaway Jump Shot,17,13.6
Kemba Walker,2015,0,0,14,2.5,75.0,Fadeaway Jump Shot,10,7.9
Jordan Hill,2015,1,0,10,4.9,83.0,Fadeaway Jump Shot,0,4.3
DeMarcus Cousins,2015,0,0,11,4.6,84.0,Fadeaway Jump Shot,1,3.3
LaMarcus Aldridge,2015,1,0,15,2.0,80.0,Fadeaway Jump Shot,2,7.0
DeMarcus Cousins,2015,0,0,13,2.1,84.0,Fadeaway Jump Shot,1,4.2
Ray McCallum,2015,1,0,13,3.1,75.0,Fadeaway Jump Shot,1,4.6
Kelly Olynyk,2015,0,0,11,4.9,80.0,Fadeaway Jump Shot,1,3.2
Paul Millsap,2015,0,0,20,4.5,78.0,Fadeaway Jump Shot,2,5.1
LaMarcus Aldridge,2015,1,0,17,2.8,80.0,Fadeaway Jump Shot,1,3.5
JR Smith,2015,1,0,21,4.6,79.0,Fadeaway Jump Shot,4,4.1
Damian Lillard,2015,0,0,12,6.8,75.0,Fadeaway Jump Shot,8,5.3
Chris Paul,2015,1,0,17,4.9,83.0,Fadeaway Jump Shot,10,8.3
Trey Burke,2015,0,0,12,2.7,77.0,Fadeaway Jump Shot,4,3.6
Arron Afflalo,2015,1,0,17,2.7,80.0,Fadeaway Jump Shot,6,5.4
LaMarcus Aldridge,2015,0,0,16,4.8,85.0,Fadeaway Jump Shot,4,4.1
DeMarcus Cousins,2015,1,0,13,2.0,73.0,Fadeaway Jump Shot,1,2.7
Damian Lillard,2015,0,0,11,3.6,75.0,Fadeaway Jump Shot,3,5.3
Iman Shumpert,2015,0,0,16,2.4,77.0,Fadeaway Jump Shot,1,1.7
Chris Bosh,2015,0,0,12,3.5,81.0,Fadeaway Jump Shot,2,6.8
LaMarcus Aldridge,2015,1,0,20,2.5,82.0,Fadeaway Jump Shot,7,6.7
Jeff Teague,2015,0,0,11,7.0,81.0,Fadeaway Jump Shot,8,6.3
Brandon Jennings,2015,1,0,13,9.0,75.0,Fadeaway Jump Shot,5,8.0
Chris Paul,2015,1,0,14,3.8,76.0,Fadeaway Jump Shot,7,6.5
Kyrie Irving,2015,1,0,15,1.9,75.0,Fadeaway Jump Shot,2,2.4
DeMarcus Cousins,2015,1,0,21,3.6,79.0,Fadeaway Jump Shot,3,4.0
Paul Millsap,2015,0,0,19,5.1,81.0,Fadeaway Jump Shot,2,3.4
LeBron James,2015,1,0,12,0.4,78.0,Fadeaway Jump Shot,2,2.5
Chris Paul,2015,0,0,13,4.2,72.0,Fadeaway Jump Shot,15,13.1
DeMar DeRozan,2015,0,0,18,4.9,84.0,Fadeaway Jump Shot,3,3.6
Paul Millsap,2015,1,0,19,5.3,84.0,Fadeaway Jump Shot,2,6.4
Deron Williams,2015,1,0,17,6.6,79.0,Fadeaway Jump Shot,5,5.0
Damian Lillard,2015,0,0,18,4.8,73.0,Fadeaway Jump Shot,7,8.5
Monta Ellis,2015,0,0,15,4.5,81.0,Fadeaway Jump Shot,5,4.4
Gerald Henderson,2015,0,0,15,3.2,76.0,Fadeaway Jump Shot,1,1.3
Anthony Morrow,2015,0,0,10,2.0,80.0,Fadeaway Jump Shot,4,4.1
Nicolas Batum,2015,0,0,11,4.7,80.0,Fadeaway Jump Shot,4,3.6
LeBron James,2015,0,0,11,3.2,78.0,Fadeaway Jump Shot,6,4.4
Markieff Morris,2015,1,0,14,2.4,78.0,Fadeaway Jump Shot,0,2.3
Danilo Gallinari,2015,0,0,22,4.0,78.0,Fadeaway Jump Shot,3,2.8
Damian Lillard,2015,0,0,12,3.3,75.0,Fadeaway Jump Shot,2,1.7
Danilo Gallinari,2015,1,0,11,2.8,78.0,Fadeaway Jump Shot,1,2.0
Gordon Hayward,2015,0,0,10,5.5,76.0,Fadeaway Jump Shot,1,1.5
Lou Williams,2015,0,0,15,5.3,77.0,Fadeaway Jump Shot,2,7.4
LeBron James,2015,0,0,14,3.3,78.0,Fadeaway Jump Shot,2,4.9
Rajon Rondo,2015,0,0,10,5.3,82.0,Fadeaway Jump Shot,7,6.6
Kyrie Irving,2015,0,0,16,2.6,71.0,Fadeaway Jump Shot,9,7.2
Ray McCallum,2015,0,0,10,4.3,73.0,Fadeaway Jump Shot,2,2.0
Mo Williams,2015,0,0,17,3.8,80.0,Fadeaway Jump Shot,4,3.4
Mike Conley,2015,1,0,13,6.3,84.0,Fadeaway Jump Shot,0,0.9
Zach Randolph,2015,0,0,16,4.6,84.0,Fadeaway Jump Shot,0,4.1
Dwyane Wade,2015,0,0,18,3.4,84.0,Fadeaway Jump Shot,3,1.5
Jimmy Butler,2015,0,0,12,6.0,80.0,Fadeaway Jump Shot,3,3.4
Vince Carter,2015,0,0,14,4.7,77.0,Fadeaway Jump Shot,7,8.7
Marcus Smart,2015,0,0,11,3.4,79.0,Fadeaway Jump Shot,1,1.2
Rudy Gay,2015,0,0,14,3.5,79.0,Fadeaway Jump Shot,8,9.1
DeMar DeRozan,2015,0,0,15,4.2,80.0,Fadeaway Jump Shot,2,2.2
Kobe Bryant,2015,0,0,12,3.2,78.0,Fadeaway Jump Shot,0,4.9
LeBron James,2015,1,0,14,2.8,81.0,Fadeaway Jump Shot,2,2.3
Caron Butler,2015,0,0,18,3.1,78.0,Fadeaway Jump Shot,2,3.0
John Wall,2015,1,0,15,5.6,81.0,Fadeaway Jump Shot,9,10.0
Rudy Gay,2015,0,0,18,2.8,75.0,Fadeaway Jump Shot,4,5.2
